#Title;Digilent WaveForms Oscilloscope Data
#Device Name;Analog Discovery
#Serial Number;SN:210244449474
#Software Version;2.4.4
Time (s);C1 (V);C2 (V)
-4E-05;0.061050639725701;1.64989918300604
-3.999E-05;0.061050639725701;1.65191656432979
-3.998E-05;0.0617169430278933;1.65057164344729
-3.997E-05;0.0617169430278933;1.65258902477104
-3.996E-05;0.0627163979811817;1.65427017587416
-3.995E-05;0.0603843364235087;1.65057164344729
-3.994E-05;0.0617169430278933;1.65292525499166
-3.993E-05;0.0617169430278933;1.65225279455041
-3.992E-05;0.0613837913767971;1.65124410388854
-3.991E-05;0.0620500946789894;1.65057164344729
-3.99E-05;0.0623832463300856;1.65191656432979
-3.989E-05;0.0613837913767971;1.65191656432979
-3.988E-05;0.0617169430278933;1.65090787366791
-3.987E-05;0.0613837913767971;1.65225279455041
-3.986E-05;0.061050639725701;1.65057164344729
-3.985E-05;0.0617169430278933;1.64687311102041
-3.984E-05;0.0620500946789894;1.64821803190291
-3.983E-05;0.0613837913767971;1.64653688079979
-3.982E-05;0.0613837913767971;1.64989918300604
-3.981E-05;0.0617169430278933;1.64620065057916
-3.98E-05;0.0617169430278933;1.64552819013791
-3.979E-05;0.061050639725701;1.64552819013791
-3.978E-05;0.0600511847724126;1.64687311102041
-3.977E-05;0.0613837913767971;1.64519195991728
-3.976E-05;0.0593848814702203;1.64519195991728
-3.975E-05;0.0607174880746048;1.64351080881416
-3.974E-05;0.0617169430278933;1.64418326925541
-3.973E-05;0.0617169430278933;1.64552819013791
-3.972E-05;0.061050639725701;1.64418326925541
-3.971E-05;0.0607174880746048;1.64317457859353
-3.97E-05;0.0600511847724126;1.64115719726978
-3.969E-05;0.0627163979811817;1.64485572969666
-3.968E-05;0.061050639725701;1.64317457859353
-3.967E-05;0.061050639725701;1.64418326925541
-3.966E-05;0.061050639725701;1.64519195991728
-3.965E-05;0.061050639725701;1.64485572969666
-3.964E-05;0.0603843364235087;1.64485572969666
-3.963E-05;0.061050639725701;1.64586442035853
-3.962E-05;0.0590517298191241;1.64418326925541
-3.961E-05;0.0623832463300856;1.64552819013791
-3.96E-05;0.061050639725701;1.64485572969666
-3.959E-05;0.0627163979811817;1.64552819013791
-3.958E-05;0.0607174880746048;1.64720934124104
-3.957E-05;0.0597180331213164;1.64586442035853
-3.956E-05;0.0613837913767971;1.64754557146166
-3.955E-05;0.0600511847724126;1.64754557146166
-3.954E-05;0.0603843364235087;1.65158033410916
-3.953E-05;0.061050639725701;1.64821803190291
-3.952E-05;0.0580522748658357;1.64821803190291
-3.951E-05;0.0617169430278933;1.65090787366791
-3.95E-05;0.0597180331213164;1.64922672256479
-3.949E-05;0.0630495496322779;1.64922672256479
-3.948E-05;0.0600511847724126;1.64922672256479
-3.947E-05;0.0600511847724126;1.64956295278541
-3.946E-05;0.0613837913767971;1.65124410388854
-3.945E-05;0.0603843364235087;1.65090787366791
-3.944E-05;0.0617169430278933;1.64889049234416
-3.943E-05;0.0573859715636434;1.64989918300604
-3.942E-05;0.0597180331213164;1.65023541322666
-3.941E-05;0.0630495496322779;1.64788180168229
-3.94E-05;0.0603843364235087;1.64687311102041
-3.939E-05;0.0603843364235087;1.64889049234416
-3.938E-05;0.0607174880746048;1.65023541322666
-3.937E-05;0.0617169430278933;1.64922672256479
-3.936E-05;0.061050639725701;1.65158033410916
-3.935E-05;0.0603843364235087;1.64922672256479
-3.934E-05;0.061050639725701;1.65225279455041
-3.933E-05;0.0617169430278933;1.65057164344729
-3.932E-05;0.0613837913767971;1.64989918300604
-3.931E-05;0.0593848814702203;1.65191656432979
-3.93E-05;0.061050639725701;1.64922672256479
-3.929E-05;0.0617169430278933;1.65527886653604
-3.928E-05;0.0617169430278933;1.65191656432979
-3.927E-05;0.0607174880746048;1.65090787366791
-3.926E-05;0.0600511847724126;1.65460640609479
-3.925E-05;0.0603843364235087;1.65258902477104
-3.924E-05;0.0620500946789894;1.65359771543291
-3.923E-05;0.0607174880746048;1.65527886653604
-3.922E-05;0.0600511847724126;1.65628755719792
-3.921E-05;0.061050639725701;1.65696001763917
-3.92E-05;0.0603843364235087;1.65763247808042
-3.919E-05;0.0597180331213164;1.65729624785979
-3.918E-05;0.0627163979811817;1.65763247808042
-3.917E-05;0.0600511847724126;1.65662378741854
-3.916E-05;0.0613837913767971;1.65864116874229
-3.915E-05;0.0600511847724126;1.65830493852167
-3.914E-05;0.0623832463300856;1.65964985940417
-3.913E-05;0.061050639725701;1.65964985940417
-3.912E-05;0.0620500946789894;1.66065855006604
-3.911E-05;0.0580522748658357;1.65931362918354
-3.91E-05;0.0617169430278933;1.66301216161042
-3.909E-05;0.0607174880746048;1.66267593138979
-3.908E-05;0.0620500946789894;1.66065855006604
-3.907E-05;0.0593848814702203;1.66200347094854
-3.906E-05;0.0617169430278933;1.66301216161042
-3.905E-05;0.0607174880746048;1.66166724072792
-3.904E-05;0.0613837913767971;1.66200347094854
-3.903E-05;0.0627163979811817;1.66267593138979
-3.902E-05;0.0607174880746048;1.66637446381667
-3.901E-05;0.061050639725701;1.66200347094854
-3.9E-05;0.0607174880746048;1.66233970116917
-3.899E-05;0.0613837913767971;1.66368462205167
-3.898E-05;0.0607174880746048;1.66166724072792
-3.897E-05;0.061050639725701;1.66065855006604
-3.896E-05;0.0590517298191241;1.66200347094854
-3.895E-05;0.0603843364235087;1.65998608962479
-3.894E-05;0.0583854265169318;1.66166724072792
-3.893E-05;0.0600511847724126;1.66065855006604
-3.892E-05;0.061050639725701;1.66065855006604
-3.891E-05;0.0613837913767971;1.66099478028667
-3.89E-05;0.0607174880746048;1.65964985940417
-3.889E-05;0.0613837913767971;1.65998608962479
-3.888E-05;0.0613837913767971;1.65830493852167
-3.887E-05;0.0613837913767971;1.66032231984542
-3.886E-05;0.061050639725701;1.66099478028667
-3.885E-05;0.0600511847724126;1.65763247808042
-3.884E-05;0.0597180331213164;1.65796870830104
-3.883E-05;0.0613837913767971;1.65964985940417
-3.882E-05;0.0613837913767971;1.65897739896292
-3.881E-05;0.0620500946789894;1.65897739896292
-3.88E-05;0.0613837913767971;1.65696001763917
-3.879E-05;0.0600511847724126;1.65595132697729
-3.878E-05;0.0600511847724126;1.65763247808042
-3.877E-05;0.061050639725701;1.65628755719792
-3.876E-05;0.061050639725701;1.65796870830104
-3.875E-05;0.0603843364235087;1.65662378741854
-3.874E-05;0.0623832463300856;1.65427017587416
-3.873E-05;0.0783745255827006;1.65393394565354
-3.872E-05;0.143672249197545;1.65628755719792
-3.871E-05;0.184316750631275;1.65460640609479
-3.87E-05;0.210968882718967;1.64989918300604
-3.869E-05;0.232623740040216;1.65158033410916
-3.868E-05;0.245616654432966;1.65191656432979
-3.867E-05;0.254611749012562;1.65258902477104
-3.866E-05;0.262940540289966;1.65359771543291
-3.865E-05;0.272268786520658;1.65090787366791
-3.864E-05;0.279931274495869;1.65326148521229
-3.863E-05;0.280930729449157;1.65057164344729
-3.862E-05;0.278598667891484;1.65393394565354
-3.861E-05;0.273934544776138;1.65191656432979
-3.86E-05;0.269936724962985;1.65023541322666
-3.859E-05;0.271935634869562;1.65023541322666
-3.858E-05;0.269603573311888;1.64889049234416
-3.857E-05;0.271935634869562;1.64989918300604
-3.856E-05;0.273268241473946;1.65158033410916
-3.855E-05;0.276932909636004;1.64956295278541
-3.854E-05;0.275600303031619;1.64855426212354
-3.853E-05;0.277599212938196;1.65057164344729
-3.852E-05;0.276599757984908;1.64821803190291
-3.851E-05;0.274600848078331;1.64687311102041
-3.85E-05;0.274267696427235;1.64384703903478
-3.849E-05;0.274933999729427;1.64351080881416
-3.848E-05;0.276266606333811;1.64149342749041
-3.847E-05;0.276932909636004;1.63880358572541
-3.846E-05;0.276932909636004;1.63275144175415
-3.845E-05;0.2772660612871;1.63174275109228
-3.844E-05;0.277599212938196;1.62602683734165
-3.843E-05;0.276932909636004;1.62300076535602
-3.842E-05;0.276599757984908;1.62098338403227
-3.841E-05;0.277932364589292;1.61762108182602
-3.84E-05;0.2772660612871;1.61358631917852
-3.839E-05;0.276599757984908;1.61089647741352
-3.838E-05;0.279598122844773;1.60820663564851
-3.837E-05;0.278931819542581;1.60215449167726
-3.836E-05;0.278265516240388;1.60114580101539
-3.835E-05;0.279931274495869;1.59778349880913
-3.834E-05;0.279264971193677;1.59341250594101
-3.833E-05;0.278265516240388;1.59139512461726
-3.832E-05;0.279264971193677;1.5893777432935
-3.831E-05;0.280597577798061;1.58904151307288
-3.83E-05;0.277932364589292;1.58904151307288
-3.829E-05;0.278931819542581;1.585342980646
-3.828E-05;0.279264971193677;1.5839980597635
-3.827E-05;0.278265516240388;1.5866879015285
-3.826E-05;0.279598122844773;1.588032822411
-3.825E-05;0.2772660612871;1.58467052020475
-3.824E-05;0.278598667891484;1.58971397351413
-3.823E-05;0.279264971193677;1.59240381527913
-3.822E-05;0.280264426146965;1.58870528285225
-3.821E-05;0.280597577798061;1.59240381527913
-3.82E-05;0.280597577798061;1.59643857792663
-3.819E-05;0.279598122844773;1.59643857792663
-3.818E-05;0.279931274495869;1.59677480814726
-3.817E-05;0.281930184402446;1.60349941255976
-3.816E-05;0.280597577798061;1.60316318233914
-3.815E-05;0.277932364589292;1.60719794498664
-3.814E-05;0.278931819542581;1.60753417520726
-3.813E-05;0.279264971193677;1.61056024719289
-3.812E-05;0.282263336053542;1.61358631917852
-3.811E-05;0.282929639355734;1.61526747028164
-3.81E-05;0.279598122844773;1.61627616094352
-3.809E-05;0.280264426146965;1.62199207469415
-3.808E-05;0.279931274495869;1.62232830491477
-3.807E-05;0.280597577798061;1.6226645351354
-3.806E-05;0.281263881100254;1.62569060712102
-3.805E-05;0.280930729449157;1.62232830491477
-3.804E-05;0.279598122844773;1.62602683734165
-3.803E-05;0.279264971193677;1.62300076535602
-3.802E-05;0.281930184402446;1.62468191645915
-3.801E-05;0.28159703275135;1.62468191645915
-3.8E-05;0.282596487704638;1.62569060712102
-3.799E-05;0.280264426146965;1.62300076535602
-3.798E-05;0.279931274495869;1.62098338403227
-3.797E-05;0.282596487704638;1.62333699557665
-3.796E-05;0.28326279100683;1.61930223292915
-3.795E-05;0.279264971193677;1.61694862138477
-3.794E-05;0.280930729449157;1.62031092359102
-3.793E-05;0.282596487704638;1.61694862138477
-3.792E-05;0.280930729449157;1.61392254939914
-3.791E-05;0.280597577798061;1.61526747028164
-3.79E-05;0.281930184402446;1.61392254939914
-3.789E-05;0.28159703275135;1.60988778675164
-3.788E-05;0.281930184402446;1.60988778675164
-3.787E-05;0.280930729449157;1.60719794498664
-3.786E-05;0.280930729449157;1.60686171476601
-3.785E-05;0.280597577798061;1.60585302410414
-3.784E-05;0.281930184402446;1.60618925432476
-3.783E-05;0.281263881100254;1.60551679388351
-3.782E-05;0.278598667891484;1.60181826145664
-3.781E-05;0.279598122844773;1.60215449167726
-3.78E-05;0.280597577798061;1.60282695211851
-3.779E-05;0.279931274495869;1.60080957079476
-3.778E-05;0.281263881100254;1.59879218947101
-3.777E-05;0.281263881100254;1.60282695211851
-3.776E-05;0.279931274495869;1.60080957079476
-3.775E-05;0.282263336053542;1.59811972902976
-3.774E-05;0.279931274495869;1.59980088013289
-3.773E-05;0.28159703275135;1.60316318233914
-3.772E-05;0.279931274495869;1.60148203123601
-3.771E-05;0.279931274495869;1.60080957079476
-3.77E-05;0.280597577798061;1.60450810322164
-3.769E-05;0.280930729449157;1.60518056366289
-3.768E-05;0.281263881100254;1.60450810322164
-3.767E-05;0.281263881100254;1.60417187300101
-3.766E-05;0.28159703275135;1.60652548454539
-3.765E-05;0.282263336053542;1.60585302410414
-3.764E-05;0.280264426146965;1.60753417520726
-3.763E-05;0.281263881100254;1.60652548454539
-3.762E-05;0.28326279100683;1.60686171476601
-3.761E-05;0.28326279100683;1.60955155653102
-3.76E-05;0.280264426146965;1.60887909608976
-3.759E-05;0.280930729449157;1.60753417520726
-3.758E-05;0.282596487704638;1.61190516807539
-3.757E-05;0.281263881100254;1.60854286586914
-3.756E-05;0.280264426146965;1.61022401697227
-3.755E-05;0.282263336053542;1.61156893785477
-3.754E-05;0.281930184402446;1.61224139829602
-3.753E-05;0.282596487704638;1.61123270763414
-3.752E-05;0.282263336053542;1.60854286586914
-3.751E-05;0.281263881100254;1.61257762851664
-3.75E-05;0.280597577798061;1.61156893785477
-3.749E-05;0.280930729449157;1.60820663564851
-3.748E-05;0.281930184402446;1.60955155653102
-3.747E-05;0.28159703275135;1.60787040542789
-3.746E-05;0.278931819542581;1.60686171476601
-3.745E-05;0.281930184402446;1.60921532631039
-3.744E-05;0.279931274495869;1.61089647741352
-3.743E-05;0.283595942657927;1.60955155653102
-3.742E-05;0.279264971193677;1.60753417520726
-3.741E-05;0.280930729449157;1.60652548454539
